description,vendor_name,created_at,invoice_date,due_date,payment_date,amount,settled,outstanding
,Stephen Martinez,19/11/2014 12:38,15/11/2014 00:00,15/12/2014 00:00,23/01/2015 13:55,66.98,66.98,0
,Thomas Dominguez,15/08/2016 15:00,11/8/16 0:00,16/08/2016 00:00,19/08/2016 14:41,66.98,66.98,0
,Thomas Dominguez,31/07/2016 14:06,27/07/2016 00:00,1/8/16 0:00,19/08/2016 10:32,66.98,66.98,0
,Thomas Dominguez,18/07/2016 19:35,17/07/2016 00:00,22/07/2016 00:00,17/08/2016 15:41,66.98,66.98,0
,Tiffany Hawkins,25/09/2017 14:10,11/9/17 0:00,18/09/2017 00:00,25/09/2017 14:11,66.98,66.98,0
,Wesley Snyder,18/08/2015 12:11,17/08/2015 00:00,16/09/2015 00:00,2/10/15 11:22,67.08,67.08,0
,William Jackson,15/11/2016 10:48,15/11/2016 00:00,15/12/2016 00:00,27/01/2017 14:46,67.08,67.08,0
,Pamela Brown,25/02/2015 15:30,23/02/2015 00:00,25/03/2015 00:00,30/04/2015 14:29,67.18,67.18,0
,Pamela Brown,6/3/15 11:46,5/3/15 0:00,4/4/15 0:00,11/5/15 12:16,67.18,67.18,0
,Pamela Brown,12/12/14 12:28,11/12/14 0:00,10/1/15 0:00,13/02/2015 16:13,67.18,67.18,0
,Denise Brown,25/09/2014 13:00,23/09/2014 00:00,23/10/2014 00:00,12/12/14 10:24,67.22,67.22,0
,Nathan Rocha,12/8/15 14:59,11/8/15 0:00,10/9/15 0:00,5/10/15 13:15,67.22,67.22,0
,Amanda Gardner,1/7/15 13:59,30/06/2015 00:00,30/07/2015 00:00,24/07/2015 12:07,67.38,67.38,0
,Elizabeth Ross,10/11/14 14:57,8/11/14 0:00,8/12/14 0:00,10/11/14 16:55,67.38,67.38,0
,Rachel Butler,30/05/2014 09:54,29/05/2014 00:00,28/06/2014 00:00,7/7/14 10:00,67.38,67.38,0
,Adrian Williams,20/01/2016 14:52,17/01/2016 00:00,16/02/2016 00:00,2/3/16 16:56,67.4,67.4,0
,Brian Mullins,31/07/2017 10:15,31/07/2017 00:00,18/08/2017 00:00,30/08/2017 13:51,67.47,67.47,0
,Kristen Mason,12/6/15 8:41,30/06/2015 00:00,30/07/2015 00:00,7/8/15 13:32,67.5,67.5,0
,Allison Melton,27/10/2014 09:15,24/10/2014 00:00,23/11/2014 00:00,12/12/14 10:25,67.56,67.46,0.1
,Nathan Rocha,29/07/2015 13:07,28/07/2015 00:00,27/08/2015 00:00,5/10/15 13:14,67.58,67.58,0
,Vicki Ortiz,22/09/2017 13:54,22/09/2017 00:00,22/10/2017 00:00,6/11/17 16:00,67.68,67.68,0
,Nathan Rocha,1/6/14 16:25,30/05/2014 00:00,29/06/2014 00:00,21/07/2014 15:26,67.7,67.7,0
,Ashley Bradford,24/11/2016 14:48,28/10/2016 00:00,4/11/16 0:00,13/12/2016 11:22,67.74,67.74,0
,Kristen Robertson,21/05/2015 14:01,20/05/2015 00:00,19/06/2015 00:00,17/07/2015 10:16,67.74,67.74,0
,Adam Hudson,8/9/15 11:36,7/9/15 0:00,7/10/15 0:00,30/10/2015 11:43,67.76,67.76,0
,Kyle Strickland,14/09/2015 12:33,11/9/15 0:00,11/10/15 0:00,30/11/2015 16:22,67.8,67.8,0
,Nicole Taylor,17/09/2014 12:07,15/09/2014 00:00,15/10/2014 00:00,27/10/2014 12:21,67.83,67.83,0
,Anthony Ryan,6/2/15 13:08,5/2/15 0:00,7/3/15 0:00,16/02/2015 10:13,67.84,2.53,65.31
,Ashley Smith,11/3/15 15:30,10/3/15 0:00,9/4/15 0:00,18/05/2015 11:53,67.89,67.89,0
,Matthew Shields,15/04/2015 17:52,14/04/2015 00:00,15/04/2015 00:00,16/04/2015 19:08,67.95,65.98,1.97
,Anthony Clark,15/09/2014 15:35,15/09/2014 00:00,29/09/2014 00:00,23/09/2014 10:26,67.98,67.98,0
,Antonio Ross,28/08/2015 14:01,5/8/15 0:00,4/9/15 0:00,1/9/15 8:09,67.98,67.98,0
,Brian Carroll,30/10/2014 09:00,30/10/2014 00:00,13/11/2014 00:00,3/12/14 12:07,67.98,67.98,0
,Brian Carroll,30/07/2014 10:14,30/07/2014 00:00,13/08/2014 00:00,11/8/14 13:12,67.98,67.98,0
,Brian Carroll,7/1/14 14:12,7/1/14 0:00,21/01/2014 00:00,29/01/2014 15:47,67.98,67.98,0
,Brian Carroll,4/8/14 9:42,4/8/14 0:00,18/08/2014 00:00,11/8/14 13:15,67.98,67.98,0
,Brian Carroll,29/04/2014 09:32,29/04/2014 00:00,13/05/2014 00:00,7/5/14 8:41,67.98,67.98,0
,Brian Carroll,29/05/2014 10:27,29/05/2014 00:00,12/6/14 0:00,19/06/2014 14:23,67.98,67.98,0
,Brian Carroll,29/09/2014 09:40,29/09/2014 00:00,13/10/2014 00:00,7/10/14 12:21,67.98,67.98,0
,Brian Carroll,9/6/14 15:13,9/6/14 0:00,23/06/2014 00:00,20/06/2014 12:22,67.98,67.98,0
,Brian Carroll,25/11/2013 12:42,25/11/2013 00:00,9/12/13 0:00,10/12/13 10:22,67.98,67.98,0
,Brian Carroll,7/3/14 12:45,7/3/14 0:00,21/03/2014 00:00,19/03/2014 14:48,67.98,67.98,0
,Brian Carroll,23/01/2014 10:42,23/01/2014 00:00,6/2/14 0:00,7/2/14 13:39,67.98,67.98,0
,Brian Carroll,16/10/2014 11:03,16/10/2014 00:00,30/10/2014 00:00,3/12/14 11:51,67.98,67.98,0
,Brian Carroll,4/11/14 11:45,4/11/14 0:00,18/11/2014 00:00,3/12/14 12:13,67.98,67.98,0
,Brian Carroll,23/07/2014 11:34,23/07/2014 00:00,6/8/14 0:00,11/8/14 13:05,67.98,67.98,0
,Brian Carroll,20/01/2014 12:27,20/01/2014 00:00,3/2/14 0:00,18/02/2014 10:14,67.98,67.98,0
,Brian Carroll,23/01/2014 10:36,23/01/2014 00:00,6/2/14 0:00,7/2/14 13:38,67.98,67.98,0
,Brian Carroll,22/01/2014 11:50,22/01/2014 00:00,5/2/14 0:00,7/2/14 13:36,67.98,67.98,0
,Brian Carroll,25/09/2014 11:43,25/09/2014 00:00,9/10/14 0:00,7/10/14 12:21,67.98,67.98,0
,Brian Carroll,8/1/14 11:09,8/1/14 0:00,22/01/2014 00:00,29/01/2014 15:48,67.98,67.98,0
,Brian Carroll,13/10/2014 13:33,13/10/2014 00:00,27/10/2014 00:00,13/11/2014 12:14,67.98,67.98,0
,Brian Carroll,18/06/2014 11:44,18/06/2014 00:00,2/7/14 0:00,9/7/14 14:23,67.98,67.98,0
,Brian Carroll,23/10/2014 10:25,23/10/2014 00:00,6/11/14 0:00,3/12/14 12:02,67.98,67.98,0
,Brian Carroll,9/5/14 15:41,9/5/14 0:00,23/05/2014 00:00,3/6/14 10:40,67.98,67.98,0
,Brian Carroll,20/12/2013 11:42,20/12/2013 00:00,3/1/14 0:00,17/01/2014 09:50,67.98,67.98,0
,Brian Carroll,17/10/2014 11:58,17/10/2014 00:00,31/10/2014 00:00,3/12/14 11:52,67.98,67.98,0
,Brian Carroll,20/03/2014 14:09,20/03/2014 00:00,3/4/14 0:00,2/4/14 10:37,67.98,67.98,0
,Brian Carroll,14/04/2014 09:15,14/04/2014 00:00,28/04/2014 00:00,7/5/14 8:18,67.98,67.98,0
,Brian Carroll,12/8/14 10:57,12/8/14 0:00,26/08/2014 00:00,27/08/2014 10:43,67.98,67.98,0
,Brian Carroll,17/02/2014 15:24,17/02/2014 00:00,3/3/14 0:00,5/3/14 10:52,67.98,67.98,0
,Brian Carroll,23/06/2014 13:07,23/06/2014 00:00,7/7/14 0:00,9/7/14 14:37,67.98,67.98,0
,Brian Carroll,14/08/2014 12:59,14/08/2014 00:00,28/08/2014 00:00,16/09/2014 11:58,67.98,67.98,0
,Brian Carroll,14/05/2014 09:09,14/05/2014 00:00,28/05/2014 00:00,3/6/14 10:45,67.98,67.98,0
,Brian Carroll,4/12/13 10:40,4/12/13 0:00,18/12/2013 00:00,17/12/2013 14:52,67.98,67.98,0
,Brian Carroll,26/08/2014 13:17,26/08/2014 00:00,9/9/14 0:00,17/09/2014 09:52,67.98,67.98,0
,Brian Carroll,10/9/14 9:01,10/9/14 0:00,24/09/2014 00:00,3/10/14 12:35,67.98,67.98,0
,Brian Carroll,12/3/14 15:44,12/3/14 0:00,26/03/2014 00:00,2/4/14 10:31,67.98,67.98,0
,Brian Carroll,7/4/14 10:44,7/4/14 0:00,21/04/2014 00:00,24/04/2014 08:35,67.98,67.98,0
,Brian Carroll,2/4/14 8:50,2/4/14 0:00,16/04/2014 00:00,22/04/2014 12:50,67.98,67.98,0
,Brian Carroll,19/05/2014 10:37,19/05/2014 00:00,2/6/14 0:00,3/6/14 10:52,67.98,67.98,0
,Brian Carroll,31/03/2014 11:23,31/03/2014 00:00,14/04/2014 00:00,22/04/2014 12:44,67.98,67.98,0
,Brian Carroll,23/01/2014 10:29,23/01/2014 00:00,6/2/14 0:00,7/2/14 13:38,67.98,67.98,0
,Brian Carroll,9/12/13 12:04,9/12/13 0:00,23/12/2013 00:00,17/12/2013 14:58,67.98,67.98,0
,Brian Carroll,11/4/14 10:23,11/4/14 0:00,25/04/2014 00:00,19/06/2014 14:14,67.98,67.98,0
,Brian Carroll,16/12/2013 11:10,16/12/2013 00:00,30/12/2013 00:00,2/1/14 12:07,67.98,67.98,0
,Brian Carroll,19/05/2014 10:30,19/05/2014 00:00,2/6/14 0:00,3/6/14 10:51,67.98,67.98,0
,Brian Carroll,29/11/2013 12:33,29/11/2013 00:00,13/12/2013 00:00,10/12/13 10:49,67.98,67.98,0
,Cathy Arellano,7/9/15 10:35,9/9/15 0:00,9/10/15 0:00,3/10/15 6:58,67.98,67.98,0
,Cathy Arellano,6/4/16 14:51,9/3/16 0:00,8/4/16 0:00,3/5/16 15:37,67.98,67.98,0
,Cynthia Davis,28/02/2014 13:38,27/02/2014 00:00,29/03/2014 00:00,7/4/14 15:03,67.98,67.98,0
,David Barnes,27/10/2015 17:00,7/10/15 0:00,6/11/15 0:00,4/11/15 16:35,67.98,67.98,0
,David Moore,1/9/16 16:42,29/07/2016 00:00,28/08/2016 00:00,3/10/16 14:45,67.98,67.98,0
,Dominique Hines,27/09/2016 11:16,23/09/2016 00:00,7/10/16 0:00,27/09/2016 11:17,67.98,67.98,0
,Edward Norman,10/5/17 7:56,10/5/17 0:00,9/6/17 0:00,1/7/17 11:51,67.98,67.98,0
,Gary Lopez,28/08/2013 08:36,28/08/2013 00:00,11/9/13 0:00,8/10/13 15:40,67.98,67.98,0
,Gary Lopez,4/9/13 10:14,4/9/13 0:00,18/09/2013 00:00,8/10/13 15:50,67.98,67.98,0
,Gary Lopez,19/09/2013 12:36,19/09/2013 00:00,3/10/13 0:00,11/11/13 11:04,67.98,67.98,0
,Haley Morales,29/07/2014 08:19,29/07/2014 00:00,12/8/14 0:00,27/08/2014 09:14,67.98,67.98,0
,Haley Morales,22/10/2014 12:21,22/10/2014 00:00,5/11/14 0:00,2/12/14 11:50,67.98,67.98,0
,Haley Morales,7/10/14 12:24,7/10/14 0:00,21/10/2014 00:00,21/10/2014 11:16,67.98,67.98,0
,Jason Banks Jr.,4/5/17 16:16,4/5/17 0:00,3/6/17 0:00,19/08/2017 16:21,67.98,67.98,0
,Jason Banks Jr.,20/08/2016 10:59,3/6/16 0:00,3/7/16 0:00,6/9/16 10:11,67.98,67.98,0
,Jason Banks Jr.,24/11/2015 16:22,4/11/15 0:00,4/12/15 0:00,26/11/2015 22:10,67.98,67.98,0
,Jo Hess,18/11/2013 14:10,18/11/2013 00:00,2/12/13 0:00,27/11/2013 14:36,67.98,67.98,0
,Jonathan Johnson,3/3/14 12:35,3/3/14 0:00,17/03/2014 00:00,7/5/14 14:41,67.98,67.98,0
,Jonathan Johnson,23/01/2014 11:04,23/01/2014 00:00,6/2/14 0:00,31/01/2014 13:52,67.98,67.98,0
,Joseph Clark,14/10/2014 12:45,14/10/2014 00:00,13/11/2014 00:00,14/11/2014 10:20,67.98,67.98,0
,Kristen Garcia,3/6/14 12:11,3/6/14 0:00,3/7/14 0:00,8/7/14 15:05,67.98,67.98,0
,Kristina Harris,14/09/2016 11:52,8/8/16 0:00,7/9/16 0:00,3/10/16 10:08,67.98,67.98,0
,Kristina Harris,27/10/2015 16:58,7/10/15 0:00,6/11/15 0:00,4/11/15 16:31,67.98,67.98,0
,Lisa Newman,19/05/2015 09:00,12/5/15 0:00,11/6/15 0:00,19/05/2015 09:00,67.98,67.98,0
,Michael Smith,17/12/2016 09:15,24/11/2016 00:00,24/12/2016 00:00,20/02/2017 18:41,67.98,67.98,0
,Michael Smith,15/02/2017 16:57,30/12/2016 00:00,29/01/2017 00:00,17/03/2017 17:08,67.98,67.98,0
,Michael Smith,26/11/2015 13:59,11/11/15 0:00,11/12/15 0:00,10/12/15 9:39,67.98,67.98,0
,Michele Barker,21/02/2017 16:36,8/2/17 0:00,10/3/17 0:00,12/5/17 13:19,67.98,67.98,0
,Nancy Romero,20/01/2014 09:30,20/01/2014 00:00,3/2/14 0:00,7/2/14 10:44,67.98,67.98,0
,Pamela Brown,17/05/2014 10:49,30/04/2014 00:00,30/05/2014 00:00,18/07/2014 11:27,67.98,67.98,0
,Rebecca Peterson,13/11/2014 08:42,13/11/2014 00:00,13/12/2014 00:00,19/12/2014 21:42,67.98,67.98,0
,Sara Bauer,4/12/14 11:15,4/12/14 0:00,18/12/2014 00:00,5/1/15 10:24,67.98,67.98,0
,Sara Bauer,29/05/2014 10:14,29/05/2014 00:00,12/6/14 0:00,16/07/2014 12:36,67.98,67.98,0
,Sheryl Lee,10/11/14 13:01,4/11/14 0:00,4/12/14 0:00,10/11/14 13:01,67.98,67.98,0
,Steven Gardner,6/5/15 11:47,6/5/15 0:00,5/6/15 0:00,18/06/2015 11:13,67.98,67.98,0
,Tiffany Collins,30/12/2014 19:00,31/12/2014 00:00,31/01/2015 00:00,4/1/15 18:17,67.98,67.98,0
,Zachary Williams,23/07/2015 09:35,21/07/2015 00:00,20/08/2015 00:00,27/07/2015 20:06,67.98,67.98,0
,Michael Soto,26/08/2016 11:29,19/08/2016 00:00,2/9/16 0:00,16/09/2016 11:39,68.1,68.1,0
,Andrew Stewart,20/03/2015 09:29,19/03/2015 00:00,18/04/2015 00:00,30/04/2015 14:13,68.13,68.13,0
,Amanda Roberts,20/05/2015 13:54,19/05/2015 00:00,18/06/2015 00:00,19/06/2015 14:47,68.19,68.19,0
,Carol Patel,28/01/2015 14:44,26/01/2015 00:00,25/02/2015 00:00,13/02/2015 16:51,68.21,68.21,0
,Lawrence Schwartz,26/10/2015 13:40,23/10/2015 00:00,22/11/2015 00:00,23/11/2015 15:56,68.27,68.27,0
,Karen Gonzalez,29/09/2014 08:07,26/09/2014 00:00,26/10/2014 00:00,27/10/2014 12:24,68.34,68.34,0
,Adam Hudson,17/08/2015 12:48,14/08/2015 00:00,13/09/2015 00:00,28/09/2015 15:25,68.43,68.43,0
,Jacob Barnes,25/11/2014 08:53,25/11/2014 00:00,25/12/2014 00:00,28/01/2015 11:27,68.46,68.46,0
,Rebecca Li,26/08/2014 12:57,25/08/2014 00:00,24/09/2014 00:00,13/10/2014 09:51,68.54,68.54,0
,Debra Wright,15/08/2012 21:53,15/08/2012 00:00,14/09/2012 00:00,12/10/12 9:04,68.58,68.58,0
,Cameron Ball,23/12/2014 17:41,23/12/2014 00:00,22/01/2015 00:00,19/01/2015 15:50,68.65,68.65,0
,Amanda Gardner,12/2/15 14:14,10/2/15 0:00,12/3/15 0:00,13/03/2015 12:03,68.69,68.69,0
,Thomas Weber,15/01/2016 14:56,16/12/2015 00:00,15/01/2016 00:00,22/01/2016 18:53,68.7,68.7,0
,Thomas Weber,2/9/15 15:04,19/08/2015 00:00,18/09/2015 00:00,10/9/15 12:16,68.7,68.7,0
,Thomas Weber,21/03/2017 11:27,22/03/2017 00:00,21/04/2017 00:00,19/06/2017 06:27,68.7,68.7,0
,Toni Mcdonald,11/6/14 10:26,11/6/14 0:00,11/7/14 0:00,28/07/2014 14:00,68.78,68.78,0
,David Johnson,7/1/14 19:36,20/12/2013 00:00,3/1/14 0:00,19/02/2014 14:57,68.82,68.82,0
,Kevin Acosta,6/6/17 11:34,31/05/2017 00:00,16/06/2017 00:00,26/06/2017 10:30,68.85,68.85,0
,Patricia Smith,23/02/2015 22:47,22/02/2015 00:00,23/02/2015 00:00,23/02/2015 22:49,68.86,66.98,1.88
,Benjamin Bauer,10/5/14 7:14,9/5/14 0:00,16/05/2014 00:00,31/07/2014 14:03,68.88,68.88,0
,Benjamin Bauer,15/05/2014 20:09,14/05/2014 00:00,21/05/2014 00:00,15/06/2014 09:00,68.88,68.88,0
,Haley Miller,22/08/2014 10:31,22/08/2014 00:00,21/09/2014 00:00,7/10/14 15:24,68.98,68.98,0
,Michael Thompson,15/05/2017 11:47,28/02/2017 00:00,30/03/2017 00:00,14/06/2017 09:55,68.98,68.98,0
,Pamela Brown,18/08/2015 13:18,17/08/2015 00:00,16/09/2015 00:00,12/10/15 13:19,68.98,68.98,0
,Nathan Rocha,28/07/2015 13:09,27/07/2015 00:00,26/08/2015 00:00,5/10/15 13:14,69.01,69.01,0
,Eric Phillips,9/12/16 13:30,30/11/2016 00:00,14/12/2016 00:00,12/1/17 18:48,69.05,69.05,0
,Aaron Joyce,10/5/17 12:05,10/5/17 0:00,9/6/17 0:00,18/08/2017 19:21,69.18,69.18,0
,Justin Terry,9/6/16 10:48,8/6/16 0:00,22/06/2016 00:00,15/08/2016 09:37,69.18,69.18,0
,David Valentine,12/3/15 13:19,11/3/15 0:00,10/4/15 0:00,6/7/15 10:27,69.36,69.36,0
,Nathan Rocha,7/10/15 13:29,6/10/15 0:00,5/11/15 0:00,27/11/2015 16:17,69.4,69.4,0
,Dr. Lee Potter,19/04/2017 07:38,19/04/2017 00:00,19/05/2017 00:00,17/06/2017 13:59,69.48,69.48,0
,Dr. Lee Potter,20/06/2017 15:59,21/06/2017 00:00,21/07/2017 00:00,21/07/2017 10:28,69.48,69.48,0
,Jeremy Shea,2/8/17 17:16,2/8/17 0:00,9/8/17 0:00,31/08/2017 13:02,69.48,69.48,0
,Joseph Gaines,11/7/14 12:03,24/04/2014 00:00,24/05/2014 00:00,11/7/14 12:04,69.48,69.48,0
,Nathan Rocha,18/03/2015 13:49,17/03/2015 00:00,16/04/2015 00:00,29/05/2015 13:58,69.52,69.52,0
,Clarence Hall,29/12/2015 19:27,29/12/2015 00:00,28/01/2016 00:00,21/03/2016 15:07,69.63,69.63,0
,Andrew Lewis,28/06/2016 11:53,21/06/2016 00:00,21/07/2016 00:00,22/09/2016 18:29,69.66,69.66,0
,Ashley Bradford,30/11/2016 10:08,18/11/2016 00:00,25/11/2016 00:00,20/01/2017 14:16,69.66,69.66,0
,Diane Higgins,4/4/16 12:25,22/03/2016 00:00,19/04/2016 00:00,6/5/16 10:04,69.66,69.66,0
,Nathan Rocha,6/8/15 12:00,5/8/15 0:00,4/9/15 0:00,5/10/15 13:15,69.66,69.66,0
,Nathan Rocha,17/03/2015 13:38,16/03/2015 00:00,15/04/2015 00:00,29/05/2015 13:58,69.71,69.71,0
,Thomas Dominguez,24/05/2015 14:05,18/05/2015 00:00,23/05/2015 00:00,28/05/2015 13:31,69.98,69.98,0
,Vanessa Harris,16/05/2017 18:25,16/05/2017 00:00,15/06/2017 00:00,20/07/2017 14:38,69.98,21.98,48
,Terry Dixon,16/06/2014 10:01,9/6/14 0:00,9/7/14 0:00,18/07/2014 13:39,70.06,70.06,0
,Katherine Smith,29/04/2015 14:02,27/04/2015 00:00,27/05/2015 00:00,29/05/2015 11:11,70.08,70.08,0
,Eric Ewing,19/02/2015 17:02,6/2/15 0:00,8/3/15 0:00,11/3/15 10:18,70.13,69.97,0.16
,Eric Ewing,19/02/2015 17:02,6/2/15 0:00,8/3/15 0:00,20/05/2015 14:09,70.13,2.03,68.1
,Kristen Scott,24/11/2014 22:47,24/11/2014 00:00,30/11/2014 00:00,17/12/2014 23:05,70.13,70.13,0
,Amber Mckinney,12/6/15 13:24,11/6/15 0:00,11/7/15 0:00,31/07/2015 11:02,70.14,70.14,0
,Abigail Hernandez,8/5/17 12:09,2/5/17 0:00,1/6/17 0:00,28/07/2017 08:46,70.24,70.24,0
,Eddie Frazier,29/11/2015 12:08,23/11/2015 00:00,30/11/2015 00:00,6/12/15 11:23,70.26,70.26,0
,Madison Williams,10/4/13 7:17,10/4/13 0:00,24/04/2013 00:00,17/06/2013 11:08,70.38,70.38,0
,Nathan Rocha,16/04/2015 12:28,13/04/2015 00:00,13/05/2015 00:00,5/6/15 13:32,70.38,70.38,0
,Stacey Henson,10/12/16 22:48,30/11/2016 00:00,14/12/2016 00:00,27/01/2017 12:36,70.38,70.38,0
,Nathan Rocha,8/6/15 15:12,5/6/15 0:00,5/7/15 0:00,14/08/2015 11:16,70.41,70.41,0
,Keith Griffin,7/10/15 19:51,2/10/15 0:00,1/11/15 0:00,24/11/2015 20:09,70.44,70.34,0.1
,Holly Young,12/1/17 11:12,12/1/17 0:00,11/2/17 0:00,28/04/2017 11:44,70.49,70.49,0
,Amanda Roberts,25/03/2015 15:53,24/03/2015 00:00,23/04/2015 00:00,27/04/2015 14:42,70.53,70.53,0
,Justin Knight,12/10/15 12:59,7/10/15 0:00,6/11/15 0:00,14/12/2015 13:57,70.58,70.58,0
,Nathan Rocha,30/06/2015 13:10,29/06/2015 00:00,29/07/2015 00:00,14/08/2015 11:17,70.61,10.61,60
,Nathan Rocha,4/2/14 17:32,2/1/14 0:00,1/2/14 0:00,7/4/14 15:24,70.71,70.71,0
,Benjamin Jones,17/09/2015 12:29,16/09/2015 00:00,16/10/2015 00:00,23/10/2015 15:01,70.72,70.72,0
,Desiree Holt,3/1/17 16:43,31/12/2016 00:00,30/01/2017 00:00,12/4/17 13:56,70.74,70.74,0
,Jared Walker,9/4/15 13:36,8/4/15 0:00,8/5/15 0:00,5/6/15 11:07,70.78,70.78,0
,Richard Rhodes,10/5/14 12:17,7/5/14 0:00,6/6/14 0:00,2/7/14 11:01,70.83,70.83,0
,Jessica Green,28/10/2015 12:57,27/10/2015 00:00,26/11/2015 00:00,30/11/2015 16:07,70.98,70.98,0
,Jordan Hines,1/6/16 8:25,25/05/2016 00:00,24/06/2016 00:00,27/08/2016 14:45,70.98,70.98,0
,Mitchell Mullins,21/01/2015 15:19,13/12/2014 00:00,12/1/15 0:00,28/01/2015 12:14,70.98,70.98,0
,Rebecca Li,14/07/2015 11:09,13/07/2015 00:00,12/8/15 0:00,25/09/2015 11:58,70.98,70.98,0
,Roger Lee,14/07/2016 09:41,11/7/16 0:00,10/8/16 0:00,18/07/2016 16:47,70.98,70.98,0
,Stephanie Mccall,11/11/16 17:19,20/10/2016 00:00,19/11/2016 00:00,5/1/17 15:47,70.98,70.98,0
,Stephanie Mccall,2/2/17 18:28,6/12/16 0:00,5/1/17 0:00,24/02/2017 09:50,70.98,70.98,0
,Stephanie Mccall,7/4/17 15:25,7/4/17 0:00,7/5/17 0:00,1/7/17 14:41,70.98,70.98,0
,Susan Robinson,25/02/2016 16:09,25/02/2016 00:00,26/03/2016 00:00,7/3/16 12:23,70.98,70.98,0
,Thomas Dominguez,26/07/2015 13:30,19/07/2015 00:00,24/07/2015 00:00,1/8/15 14:09,70.98,70.98,0
,Tony Mckinney,11/11/16 17:39,25/10/2016 00:00,24/11/2016 00:00,24/11/2016 16:02,70.98,70.98,0
,Tony Mckinney,9/10/16 12:26,30/09/2016 00:00,30/10/2016 00:00,18/11/2016 16:05,70.98,70.98,0
,Kristen Scott,12/12/15 3:58,7/12/15 0:00,13/12/2015 00:00,4/1/16 12:35,71.29,70.99,0.3
,Cindy Lewis,19/08/2015 11:40,18/08/2015 00:00,17/09/2015 00:00,16/10/2015 11:53,71.39,71.39,0
,Tammy Thompson,20/04/2015 14:17,1/5/15 0:00,8/5/15 0:00,27/05/2015 11:50,71.42,71.42,0
,Christopher Smith,15/06/2014 22:13,15/06/2014 00:00,16/06/2014 00:00,17/07/2014 02:00,71.43,47.66,23.77
,Cameron Garcia,19/05/2014 11:20,16/05/2014 00:00,15/06/2014 00:00,7/7/14 9:51,71.49,71.49,0
,Cindy Lewis,4/12/14 15:44,2/12/14 0:00,1/1/15 0:00,19/01/2015 14:42,71.52,3.18,68.34
,Adrian Williams,5/12/16 12:15,27/11/2016 00:00,27/12/2016 00:00,1/1/17 14:26,71.58,71.58,0
,Curtis Mcmahon,12/11/15 21:05,12/11/15 0:00,12/12/15 0:00,16/11/2015 10:16,71.58,71.58,0
,Madison Williams,19/04/2013 10:35,19/04/2013 00:00,3/5/13 0:00,12/7/13 12:12,71.58,71.58,0
,Ryan Navarro,7/12/15 5:05,7/12/15 0:00,6/1/16 0:00,9/12/15 13:11,71.68,71.68,0
,Courtney Fry,4/2/14 18:34,28/01/2014 00:00,27/02/2014 00:00,7/4/14 15:15,71.74,71.74,0
,Eddie Frazier,14/11/2013 20:12,14/11/2013 00:00,21/11/2013 00:00,18/11/2013 21:16,71.88,71.88,0
,Wesley Snyder,27/05/2015 12:06,25/05/2015 00:00,24/06/2015 00:00,17/07/2015 10:22,71.88,71.88,0
,Nathan Rocha,4/2/14 15:32,3/1/14 0:00,2/2/14 0:00,7/4/14 15:23,71.93,71.93,0
,Anthony Lawson,16/07/2015 12:17,15/07/2015 00:00,14/08/2015 00:00,21/08/2015 09:31,71.98,71.98,0
,Jennifer Carter,8/5/14 15:14,1/4/14 0:00,1/5/14 0:00,14/05/2014 11:46,71.98,71.98,0
,Jessica Green,23/04/2015 15:15,21/04/2015 00:00,21/05/2015 00:00,29/05/2015 10:52,71.98,71.98,0
,Jessica Green,6/5/15 12:01,5/5/15 0:00,4/6/15 0:00,29/06/2015 12:56,71.98,71.98,0
,Joseph Nguyen,19/01/2016 10:57,11/1/16 0:00,18/01/2016 00:00,10/2/16 9:46,71.98,71.98,0
,Michael Mullen,30/08/2017 11:26,21/08/2017 00:00,4/9/17 0:00,30/08/2017 11:26,71.98,71.98,0
,Nathan Rocha,23/10/2015 14:56,22/10/2015 00:00,21/11/2015 00:00,27/11/2015 16:18,71.98,71.98,0
,Ryan Lewis,9/4/15 12:56,7/4/15 0:00,7/5/15 0:00,30/04/2015 14:30,71.98,3.98,68
,Thomas Dominguez,24/07/2017 10:45,20/07/2017 00:00,25/07/2017 00:00,11/8/17 12:45,71.98,71.98,0
,Wesley Snyder,30/06/2015 12:34,29/06/2015 00:00,29/07/2015 00:00,7/8/15 14:56,71.98,71.98,0
,Andrew Stewart,6/3/15 11:38,5/3/15 0:00,4/4/15 0:00,30/04/2015 14:13,72.03,72.03,0
,Lawrence Schwartz,13/04/2015 09:17,10/4/15 0:00,10/5/15 0:00,29/05/2015 12:39,72.1,72.1,0
,Sharon Reynolds,27/02/2015 13:58,26/02/2015 00:00,28/03/2015 00:00,12/6/15 10:58,72.1,72.1,0
,Susan Miranda,24/09/2014 13:38,23/09/2014 00:00,23/10/2014 00:00,19/12/2014 13:04,72.11,72.11,0
,Nathan Rocha,11/3/14 11:25,3/3/14 0:00,2/4/14 0:00,31/05/2014 13:14,72.15,72.15,0
,Lucas Dillon,13/02/2014 15:55,14/02/2014 00:00,16/03/2014 00:00,2/4/14 17:33,72.23,72.23,0
,Lucas Dillon,13/01/2014 14:04,7/1/14 0:00,6/2/14 0:00,2/3/14 23:55,72.23,72.23,0
,Veronica Rodriguez,26/03/2015 14:06,16/03/2015 00:00,30/03/2015 00:00,26/03/2015 15:34,72.25,72.25,0
,Nathan Rocha,30/07/2015 11:53,29/07/2015 00:00,28/08/2015 00:00,5/10/15 13:15,72.27,72.27,0
